alpha,mse_real_y,mse_ganite_α0,mse_ganite_α1,mse_ganite_α2,mse_ganite_α3,mse_ganite_α4,mse_ganite_α5
0.0,1.2941751717664574,4.838576667418888,110128.38729463192,5390.230577570144,1459.998796064544,27588.46592571824,10556.37702000521
0.1,1.3009964065327828,4.040199829462322,85833.17249676956,4303.820647481412,826.4243900981346,23181.22270575816,8877.899856710628
0.2,1.280174463052599,3.2996704855621615,68388.8663398971,3521.577445444661,869.1486361146965,17058.440977967162,7033.834682950558
0.30000000000000004,1.3022810959338635,2.9114364716319776,53301.731376633696,2566.8138547969015,731.3520017754366,12445.685348114066,5482.706281876363
0.4,1.2944455345100756,2.4416350436574086,37193.90013075086,1908.3273616240342,301.677579481888,9296.072563765303,3724.5016917792627
0.5,1.2941751717664574,1.9348004345642171,28722.2040836646,1300.2166694338466,338.0280077039158,6709.381645146517,2742.6248635295415
0.6000000000000001,1.2954752479776925,1.6566424832975533,17369.096032635036,903.8475740268807,144.54742517039338,4367.4725289011585,1643.8979852649477
0.7000000000000001,1.2944455345100756,1.421168463342657,10353.266431107013,517.8834547076594,83.80179856342727,2426.598844352905,1001.6678276178538
0.8,1.2850165601883603,1.3905239994834933,4471.4751150523625,208.9062296836382,40.52127502240763,1069.4644013761051,420.8725715764904
0.9,1.300567242521492,1.2999760081827443,1163.9404761355775,53.94351865228258,12.068580853072325,292.0700605696934,116.15954345544175
1.0,1.2941751717664574,1.2941751717664574,1.2941751717664574,1.2941751717664574,1.2941751717664574,1.2941751717664574,1.2941751717664574
