alpha,baseline_ate_dr,baseline_cate_mean,predictions_ate_dr,predictions_cate_mean,pred_counterfactuals_ate_dr,pred_counterfactuals_cate_mean
0.0,0.04141219636741276,0.40587740218389445,0.11750221415902738,0.3405113523860288,0.030145675955806438,0.28114584449817576
0.1,0.04141219636741276,0.40587740218389445,0.018682442885861288,0.6338803079507337,0.030145675955806438,0.28114584449817576
0.2,0.04141219636741276,0.40587740218389445,0.11750221415902738,0.3405113523860288,0.030145675955806438,0.28114584449817576
0.30000000000000004,0.04141219636741276,0.40587740218389445,0.12228598579265562,0.4349600753203115,0.030145675955806438,0.28114584449817576
0.4,0.04141219636741276,0.40587740218389445,0.11750221415902738,0.3405113523860288,0.030145675955806438,0.28114584449817576
0.5,0.04141219636741276,0.40587740218389445,0.11750221415902738,0.3405113523860288,0.030145675955806438,0.28114584449817576
0.6000000000000001,0.04141219636741276,0.40587740218389445,0.11750221415902738,0.3405113523860288,0.030145675955806438,0.28114584449817576
0.7000000000000001,0.04141219636741276,0.40587740218389445,0.027903506673415138,0.36227620907156693,0.030145675955806438,0.28114584449817576
0.8,0.04141219636741276,0.40587740218389445,0.11750221415902738,0.3405113523860288,0.030145675955806438,0.28114584449817576
0.9,0.04141219636741276,0.40587740218389445,0.11750221415902738,0.3405113523860288,0.030145675955806438,0.28114584449817576
1.0,0.04141219636741276,0.40587740218389445,0.10774235427579275,0.3359687207355101,0.030145675955806438,0.28114584449817576
